raw,canonical,slot,boom_freq
七分熟,Medium,,15492
三分熟,Medium,,15492
中企业,Medium,,15492
中型,Medium,,15492
中压管,Medium,,15492
中常,Medium,,15492
中波,Medium,,15492
中源地震,Medium,,15492
中焙,Medium,,15492
中白鹭,Medium,,15492
中辣,Medium,,15492
五分熟,Medium,,15492
介质,Medium,,15492
介质访问控制,Medium,,15492
传输媒质,Medium,,15492
传输媒体,Medium,,15492
半熟,Medium,,15492
可磁化体,Medium,,15492
培养基,Medium,,15492
媒,Medium,,15492
媒介,Medium,,15492
媒材,Medium,,15492
媒质,Medium,,15492
英中,Medium,,15492
载具,Medium,,15492
载体,Medium,,15492
输送媒介,Medium,,15492
连续介质力学,Medium,,15492
灵媒,Medium,,15492
显影剂,Medium,,15492
一,Single,modifier,13506
一元论,Single,modifier,13506
一夕数惊,Single,modifier,13506
一失足成千古恨,Single,modifier,13506
一字不差,Single,modifier,13506
一字不提,Single,modifier,13506
一字纵队,Single,modifier,13506
一字褒贬,Single,modifier,13506
一日三秋,Single,modifier,13506
一木难支,Single,modifier,13506
一柱擎天,Single,modifier,13506
一棍子打死,Single,modifier,13506
一步登天,Single,modifier,13506
一毛不拔,Single,modifier,13506
一炮打响,Single,modifier,13506
一发,Single,modifier,13506
一矢中的,Single,modifier,13506
一窍不通,Single,modifier,13506
一举手一投足,Single,modifier,13506
一叶障目,Single,modifier,13506
一言堂,Single,modifier,13506
一身,Single,modifier,13506
一锤定音,Single,modifier,13506
一骨碌,Single,modifier,13506
一鸣惊人,Single,modifier,13506
不可终日,Single,modifier,13506
不堪一击,Single,modifier,13506
主打歌,Single,modifier,13506
干物女,Single,modifier,13506
光棍儿,Single,modifier,13506
光棍节,Single,modifier,13506
冰冻三尺，非一日之寒,Single,modifier,13506
分文,Single,modifier,13506
剩女,Single,modifier,13506
剩男,Single,modifier,13506
动弹不得,Single,modifier,13506
匹,Single,modifier,13506
半个人,Single,modifier,13506
单一,Single,modifier,13506
单一登入,Single,modifier,13506
单一货币,Single,modifier,13506
单人,Single,modifier,13506
单人床,Single,modifier,13506
单人间,Single,modifier,13506
单个,Single,modifier,13506
单味药,Single,modifier,13506
单套,Single,modifier,13506
单字,Single,modifier,13506
单层,Single,modifier,13506
单引号,Single,modifier,13506
单房差,Single,modifier,13506
单日,Single,modifier,13506
单曲,Single,modifier,13506
单月,Single,modifier,13506
单枪匹马,Single,modifier,13506
单模,Single,modifier,13506
单源论,Single,modifier,13506
单瓣,Single,modifier,13506
单相,Single,modifier,13506
单眼皮,Single,modifier,13506
单行本,Single,modifier,13506
单亲,Single,modifier,13506
单亲家庭,Single,modifier,13506
单趟,Single,modifier,13506
单身,Single,modifier,13506
单身汉,Single,modifier,13506
单身贵族,Single,modifier,13506
单连接站,Single,modifier,13506
单键,Single,modifier,13506
单链,Single,modifier,13506
单间差,Single,modifier,13506
单点,Single,modifier,13506
单点故障,Single,modifier,13506
单点登录,Single,modifier,13506
噶玛兰,Single,modifier,13506
孝廉,Single,modifier,13506
孤男寡女,Single,modifier,13506
定于一尊,Single,modifier,13506
宁拆十座庙，不毁一桩婚,Single,modifier,13506
寸步难行,Single,modifier,13506
平话,Single,modifier,13506
心有灵犀一点通,Single,modifier,13506
成败在此一举,Single,modifier,13506
摇身一变,Single,modifier,13506
散座,Single,modifier,13506
散座儿,Single,modifier,13506
旗开得胜,Single,modifier,13506
星星之火,Single,modifier,13506
星星之火，可以燎原,Single,modifier,13506
独,Single,modifier,13506
独身,Single,modifier,13506
空口,Single,modifier,13506
笔仙,Single,modifier,13506
纹丝不动,Single,modifier,13506
统一体,Single,modifier,13506
经丝彩色显花,Single,modifier,13506
经锦,Single,modifier,13506
缺一不可,Single,modifier,13506
评书,Single,modifier,13506
评话,Single,modifier,13506
连写,Single,modifier,13506
连书,Single,modifier,13506
里弄,Single,modifier,13506
只字不提,Single,modifier,13506
集火,Single,modifier,13506
双独,Single,modifier,13506
非洲单源说,Single,modifier,13506
颗粒归仓,Single,modifier,13506
颗粒无收,Single,modifier,13506
鱼贯,Single,modifier,13506
鸦雀无声,Single,modifier,13506
不翼而飞,Fast,modifier,13077
不胫而走,Fast,modifier,13077
便捷,Fast,modifier,13077
便捷化,Fast,modifier,13077
俯冲,Fast,modifier,13077
健步如飞,Fast,modifier,13077
又要马儿跑，又要马儿不吃草,Fast,modifier,13077
嘌,Fast,modifier,13077
坚守,Fast,modifier,13077
外送,Fast,modifier,13077
大斋,Fast,modifier,13077
大斋节,Fast,modifier,13077
天眼,Fast,modifier,13077
好事不出门，恶事传千里,Fast,modifier,13077
守斋,Fast,modifier,13077
封斋,Fast,modifier,13077
快中子,Fast,modifier,13077
快充,Fast,modifier,13077
快捷,Fast,modifier,13077
快攻,Fast,modifier,13077
快时尚,Fast,modifier,13077
快碳,Fast,modifier,13077
快行道,Fast,modifier,13077
快车道,Fast,modifier,13077
快速,Fast,modifier,13077
快速以太网络,Fast,modifier,13077
快餐,Fast,modifier,13077
快餐店,Fast,modifier,13077
快马加鞭,Fast,modifier,13077
急功近利,Fast,modifier,13077
急智,Fast,modifier,13077
凭轼结辙,Fast,modifier,13077
扒搂,Fast,modifier,13077
择善固执,Fast,modifier,13077
断食,Fast,modifier,13077
沉睡,Fast,modifier,13077
满帆,Fast,modifier,13077
牢,Fast,modifier,13077
疾步,Fast,modifier,13077
疾速,Fast,modifier,13077
百胜餐饮集团,Fast,modifier,13077
禁食,Fast,modifier,13077
秉持,Fast,modifier,13077
纷至沓来,Fast,modifier,13077
绿色通道,Fast,modifier,13077
跑马,Fast,modifier,13077
辟谷,Fast,modifier,13077
迅,Fast,modifier,13077
迅捷,Fast,modifier,13077
迅速,Fast,modifier,13077
速,Fast,modifier,13077
速配,Fast,modifier,13077
速食,Fast,modifier,13077
速食店,Fast,modifier,13077
遄征,Fast,modifier,13077
遽,Fast,modifier,13077
酣眠,Fast,modifier,13077
开斋,Fast,modifier,13077
关紧,Fast,modifier,13077
灵通,Fast,modifier,13077
风驰电掣,Fast,modifier,13077
飞也似的,Fast,modifier,13077
飞快,Fast,modifier,13077
飞舟,Fast,modifier,13077
马工枚速,Fast,modifier,13077
𫘝,Fast,modifier,13077
斋戒,Fast,modifier,13077
斋期,Fast,modifier,13077
干锅,Metal,material,12956
五行,Metal,material,12956
五金,Metal,material,12956
交响金属,Metal,material,12956
冶炼,Metal,material,12956
冶炼炉,Metal,material,12956
凸版印刷,Metal,material,12956
固若金汤,Metal,material,12956
废铜烂铁,Metal,material,12956
废钢,Metal,material,12956
探伤,Metal,material,12956
方𨰿,Metal,material,12956
旋子,Metal,material,12956
毛口,Metal,material,12956
炀金,Metal,material,12956
众口铄金,Metal,material,12956
精诚所至，金石为开,Metal,material,12956
贵金属,Metal,material,12956
轮毂,Metal,material,12956
过渡金属,Metal,material,12956
重金属,Metal,material,12956
金属疲劳,Metal,material,12956
金柜,Metal,material,12956
金石,Metal,material,12956
金卤灯,Metal,material,12956
钣金,Metal,material,12956
钢盔,Metal,material,12956
钢窗,Metal,material,12956
锡杖,Metal,material,12956
钟鼎文,Metal,material,12956
铁格子,Metal,material,12956
铁栏,Metal,material,12956
铁箱,Metal,material,12956
铁罐,Metal,material,12956
铛铛,Metal,material,12956
铸成,Metal,material,12956
钃,Metal,material,12956
陶冶,Metal,material,12956
碱性金属,Metal,material,12956
碱金属,Metal,material,12956
点金成铁,Metal,material,12956
一下子,Short,modifier,11783
一句话,Short,modifier,11783
一学就会,Short,modifier,11783
一时半刻,Short,modifier,11783
一时半晌,Short,modifier,11783
一时半会,Short,modifier,11783
一时半会儿,Short,modifier,11783
一时半霎,Short,modifier,11783
一曝十寒,Short,modifier,11783
一朝一夕,Short,modifier,11783
一瞬,Short,modifier,11783
三分头,Short,modifier,11783
不及,Short,modifier,11783
不识高低,Short,modifier,11783
中断,Short,modifier,11783
五短身材,Short,modifier,11783
俗世奇人,Short,modifier,11783
俴,Short,modifier,11783
做空,Short,modifier,11783
催膘,Short,modifier,11783
凌蒙初,Short,modifier,11783
动不动就生气,Short,modifier,11783
动词重叠,Short,modifier,11783
匮乏,Short,modifier,11783
匮缺,Short,modifier,11783
取巧,Short,modifier,11783
周扒皮,Short,modifier,11783
善忘,Short,modifier,11783
囊中羞涩,Short,modifier,11783
垂直和短距起落飞机,Short,modifier,11783
奇缺,Short,modifier,11783
契诃夫,Short,modifier,11783
孔乙己,Short,modifier,11783
字帖,Short,modifier,11783
字帖儿,Short,modifier,11783
小段子,Short,modifier,11783
小结,Short,modifier,11783
小游,Short,modifier,11783
少刻,Short,modifier,11783
少间,Short,modifier,11783
少顷,Short,modifier,11783
差得多,Short,modifier,11783
差远,Short,modifier,11783
徐星,Short,modifier,11783
抖音,Short,modifier,11783
拈指,Short,modifier,11783
拔火罐,Short,modifier,11783
挪借,Short,modifier,11783
放空,Short,modifier,11783
文明小史,Short,modifier,11783
旬日,Short,modifier,11783
旬朔,Short,modifier,11783
春风深醉的晚上,Short,modifier,11783
暂缺,Short,modifier,11783
会儿,Short,modifier,11783
有始无终,Short,modifier,11783
柔肠寸断,Short,modifier,11783
段子手,Short,modifier,11783
杀进杀出,Short,modifier,11783
毁于一旦,Short,modifier,11783
决选名单,Short,modifier,11783
为德不卒,Short,modifier,11783
为德不终,Short,modifier,11783
爽捷,Short,modifier,11783
爽爽快快,Short,modifier,11783
片刻,Short,modifier,11783
片时,Short,modifier,11783
毕命,Short,modifier,11783
矬,Short,modifier,11783
短促,Short,modifier,11783
短仓,Short,modifier,11783
短传,Short,modifier,11783
短剧,Short,modifier,11783
短多,Short,modifier,11783
短小精悍,Short,modifier,11783
短少,Short,modifier,11783
短文,Short,modifier,11783
短斤缺两,Short,modifier,11783
短时间,Short,modifier,11783
短暂,Short,modifier,11783
短板,Short,modifier,11783
短欠,Short,modifier,11783
短波长,Short,modifier,11783
短片,Short,modifier,11783
短程,Short,modifier,11783
短空,Short,modifier,11783
短篇小说,Short,modifier,11783
短线,Short,modifier,11783
短衣,Short,modifier,11783
短袖,Short,modifier,11783
短裤,Short,modifier,11783
短视频,Short,modifier,11783
短训班,Short,modifier,11783
短距起落飞机,Short,modifier,11783
短距离,Short,modifier,11783
短路,Short,modifier,11783
短发,Short,modifier,11783
矮个儿,Short,modifier,11783
矮子,Short,modifier,11783
矮小精悍,Short,modifier,11783
矮杆品种,Short,modifier,11783
矮树,Short,modifier,11783
矮矬,Short,modifier,11783
矮胖,Short,modifier,11783
祝酒词,Short,modifier,11783
祝酒辞,Short,modifier,11783
空头,Short,modifier,11783
穷匮,Short,modifier,11783
童花头,Short,modifier,11783
笔记,Short,modifier,11783
简称,Short,modifier,11783
简缩,Short,modifier,11783
纳撒尼尔·霍桑,Short,modifier,11783
纸短情长,Short,modifier,11783
结业,Short,modifier,11783
绝命,Short,modifier,11783
紧缺,Short,modifier,11783
缩称,Short,modifier,11783
总之,Short,modifier,11783
总的来说,Short,modifier,11783
总而言之,Short,modifier,11783
缺乏,Short,modifier,11783
缺少,Short,modifier,11783
缺斤少两,Short,modifier,11783
缺斤短两,Short,modifier,11783
缺衣少食,Short,modifier,11783
罗预,Short,modifier,11783
翘足而待,Short,modifier,11783
老三篇,Short,modifier,11783
胖墩墩,Short,modifier,11783
腰斩,Short,modifier,11783
臾须,Short,modifier,11783
花枪,Short,modifier,11783
莫泊桑,Short,modifier,11783
落款,Short,modifier,11783
衡酌,Short,modifier,11783
袄子,Short,modifier,11783
警世通言,Short,modifier,11783
贵人多忘,Short,modifier,11783
卖空,Short,modifier,11783
超短波,Short,modifier,11783
跋语,Short,modifier,11783
轧空,Short,modifier,11783
转背,Short,modifier,11783
醒世恒言,Short,modifier,11783
顷者,Short,modifier,11783
题跋,Short,modifier,11783
食顷,Short,modifier,11783
馎饦,Short,modifier,11783
黑板报,Short,modifier,11783
作用,Impact,action,11177
影响力,Impact,action,11177
影响因子,Impact,action,11177
影响层面,Impact,action,11177
感染力,Impact,action,11177
撞,Impact,action,11177
撞击坑,Impact,action,11177
撞击式印表机,Impact,action,11177
撞击式打印机,Impact,action,11177
文气,Impact,action,11177
有作用,Impact,action,11177
深入人心,Impact,action,11177
减灾,Impact,action,11177
环境影响,Impact,action,11177
环境影响评估,Impact,action,11177
环评,Impact,action,11177
砸,Impact,action,11177
碰撞,Impact,action,11177
秤砣虽小压千斤,Impact,action,11177
冲击,Impact,action,11177
冲击力,Impact,action,11177
冲击钻,Impact,action,11177
触发引信,Impact,action,11177
重击,Impact,action,11177
陨石坑,Impact,action,11177
N久,Long,modifier,10955
一天到晚,Long,modifier,10955
一直以来,Long,modifier,10955
一部二十四史，不知从何说起,Long,modifier,10955
三弦,Long,modifier,10955
下龙湾,Long,modifier,10955
不久,Long,modifier,10955
不久前,Long,modifier,10955
不管白猫黑猫，捉住老鼠就是好猫,Long,modifier,10955
不远千里,Long,modifier,10955
中卷,Long,modifier,10955
久,Long,modifier,10955
久久,Long,modifier,10955
久之,Long,modifier,10955
久仰,Long,modifier,10955
久仰大名,Long,modifier,10955
久别,Long,modifier,10955
久别重逢,Long,modifier,10955
久已,Long,modifier,10955
久慕,Long,modifier,10955
久攻不下,Long,modifier,10955
久留,Long,modifier,10955
久病成良医,Long,modifier,10955
久病成医,Long,modifier,10955
久等,Long,modifier,10955
久经,Long,modifier,10955
久经考验,Long,modifier,10955
久闻大名,Long,modifier,10955
久违,Long,modifier,10955
久远,Long,modifier,10955
久长,Long,modifier,10955
久阔,Long,modifier,10955
久陪,Long,modifier,10955
二十四史,Long,modifier,10955
任重道远,Long,modifier,10955
伫立,Long,modifier,10955
来日方长,Long,modifier,10955
俄而,Long,modifier,10955
修阻,Long,modifier,10955
元朗,Long,modifier,10955
元朗市,Long,modifier,10955
兔子尾巴长不了,Long,modifier,10955
全年,Long,modifier,10955
八辈子,Long,modifier,10955
公孙龙,Long,modifier,10955
冰山,Long,modifier,10955
几案,Long,modifier,10955
分久必合，合久必分,Long,modifier,10955
刑网,Long,modifier,10955
前不久,Long,modifier,10955
千里,Long,modifier,10955
半天,Long,modifier,10955
半晌,Long,modifier,10955
半响,Long,modifier,10955
反正一样,Long,modifier,10955
古琴,Long,modifier,10955
古龙,Long,modifier,10955
只要,Long,modifier,10955
君子报仇，十年不晚,Long,modifier,10955
哀江南赋,Long,modifier,10955
哭丧脸,Long,modifier,10955
哭丧着脸,Long,modifier,10955
尘封,Long,modifier,10955
寿命不长,Long,modifier,10955
寿比南山,Long,modifier,10955
寿考,Long,modifier,10955
多久,Long,modifier,10955
多时,Long,modifier,10955
多头,Long,modifier,10955
梦寐以求,Long,modifier,10955
大器晚成,Long,modifier,10955
大宗,Long,modifier,10955
大排长龙,Long,modifier,10955
大脚,Long,modifier,10955
大长腿,Long,modifier,10955
天问,Long,modifier,10955
天禄,Long,modifier,10955
天网恢恢,Long,modifier,10955
天网恢恢，疏而不漏,Long,modifier,10955
天长日久,Long,modifier,10955
套马杆,Long,modifier,10955
好久,Long,modifier,10955
好久不见,Long,modifier,10955
好饭不怕晚,Long,modifier,10955
如饥似渴,Long,modifier,10955
安土重迁,Long,modifier,10955
室迩人遐,Long,modifier,10955
宿草,Long,modifier,10955
富贵寿考,Long,modifier,10955
寤寐求之,Long,modifier,10955
山长水远,Long,modifier,10955
已久,Long,modifier,10955
已然,Long,modifier,10955
巴不得,Long,modifier,10955
延期付款,Long,modifier,10955
延误,Long,modifier,10955
征尘,Long,modifier,10955
征途,Long,modifier,10955
征马,Long,modifier,10955
从早到晚,Long,modifier,10955
征传,Long,modifier,10955
心驰神往,Long,modifier,10955
思念,Long,modifier,10955
思情,Long,modifier,10955
思恋,Long,modifier,10955
悠久,Long,modifier,10955
悠远,Long,modifier,10955
悠长,Long,modifier,10955
想念,Long,modifier,10955
慢长,Long,modifier,10955
憧憬,Long,modifier,10955
成夜,Long,modifier,10955
成天,Long,modifier,10955
成日,Long,modifier,10955
打早,Long,modifier,10955
打长途,Long,modifier,10955
披星戴月,Long,modifier,10955
抱枕,Long,modifier,10955
拉长脸,Long,modifier,10955
拽步,Long,modifier,10955
排律,Long,modifier,10955
排起长队,Long,modifier,10955
挠钩,Long,modifier,10955
放长线钓大鱼,Long,modifier,10955
整天,Long,modifier,10955
整日,Long,modifier,10955
断袖之癖,Long,modifier,10955
日久岁深,Long,modifier,10955
日积月累,Long,modifier,10955
早已,Long,modifier,10955
春江花月夜,Long,modifier,10955
昶,Long,modifier,10955
暴走,Long,modifier,10955
旷日持久,Long,modifier,10955
曼,Long,modifier,10955
曾几何时,Long,modifier,10955
朝乾夕惕,Long,modifier,10955
未几,Long,modifier,10955
朴刀,Long,modifier,10955
染风习俗,Long,modifier,10955
条几,Long,modifier,10955
条案,Long,modifier,10955
梴,Long,modifier,10955
桤树,Long,modifier,10955
树欲静而风不止,Long,modifier,10955
正传,Long,modifier,10955
历久弥新,Long,modifier,10955
归除,Long,modifier,10955
氪肝,Long,modifier,10955
没多久,Long,modifier,10955
法网,Long,modifier,10955
活久见,Long,modifier,10955
淹留,Long,modifier,10955
渴望,Long,modifier,10955
渴求,Long,modifier,10955
源远流长,Long,modifier,10955
滑竿,Long,modifier,10955
漫漫,Long,modifier,10955
漫漫长夜,Long,modifier,10955
漫长,Long,modifier,10955
炒勺,Long,modifier,10955
无何,Long,modifier,10955
炼之未定,Long,modifier,10955
煲汤,Long,modifier,10955
熏陶成性,Long,modifier,10955
爬山涉水,Long,modifier,10955
狭长,Long,modifier,10955
猴年马月,Long,modifier,10955
猿臂,Long,modifier,10955
琵琶行,Long,modifier,10955
甩脸子,Long,modifier,10955
留连论诗,Long,modifier,10955
登高望远,Long,modifier,10955
百年好合,Long,modifier,10955
相沿成习,Long,modifier,10955
眷恋,Long,modifier,10955
瞿塘峡,Long,modifier,10955
瞿秋白,Long,modifier,10955
知人知面不知心,Long,modifier,10955
神往,Long,modifier,10955
福寿绵长,Long,modifier,10955
秋衣,Long,modifier,10955
秋裤,Long,modifier,10955
积弊,Long,modifier,10955
积案,Long,modifier,10955
积淀,Long,modifier,10955
积非成是,Long,modifier,10955
立定跳远,Long,modifier,10955
竟日,Long,modifier,10955
章回小说,Long,modifier,10955
箧箧,Long,modifier,10955
细水长流,Long,modifier,10955
终天,Long,modifier,10955
终日,Long,modifier,10955
绵延,Long,modifier,10955
绵长,Long,modifier,10955
𬙂,Long,modifier,10955
总算,Long,modifier,10955
绷着脸,Long,modifier,10955
绕弯子,Long,modifier,10955
绕弯子儿,Long,modifier,10955
绕路,Long,modifier,10955
绕远儿,Long,modifier,10955
绕腾,Long,modifier,10955
罩袍,Long,modifier,10955
羁旅,Long,modifier,10955
习以成俗,Long,modifier,10955
习俗移性,Long,modifier,10955
习性,Long,modifier,10955
翘企,Long,modifier,10955
翘望,Long,modifier,10955
翘盼,Long,modifier,10955
翘足,Long,modifier,10955
翘足引领,Long,modifier,10955
老半天,Long,modifier,10955
老早,Long,modifier,10955
联产到户,Long,modifier,10955
自懂事以来,Long,modifier,10955
自要,Long,modifier,10955
旧地重游,Long,modifier,10955
良久,Long,modifier,10955
花无百日红,Long,modifier,10955
茓子,Long,modifier,10955
莘,Long,modifier,10955
万寿无疆,Long,modifier,10955
万岁,Long,modifier,10955
万水千山,Long,modifier,10955
藕断丝连,Long,modifier,10955
卫生衣,Long,modifier,10955
卫生裤,Long,modifier,10955
裹脚,Long,modifier,10955
许久,Long,modifier,10955
说来话长,Long,modifier,10955
象拔蚌,Long,modifier,10955
贺龙,Long,modifier,10955
赊,Long,modifier,10955
路途遥远,Long,modifier,10955
跳远,Long,modifier,10955
身正不怕影子斜,Long,modifier,10955
车龙,Long,modifier,10955
通宵达旦,Long,modifier,10955
连篇累牍,Long,modifier,10955
逶迤,Long,modifier,10955
遐举,Long,modifier,10955
遐龄,Long,modifier,10955
遥遥领先,Long,modifier,10955
远劳,Long,modifier,10955
远虑,Long,modifier,10955
远程,Long,modifier,10955
远程导弹,Long,modifier,10955
遵义会议,Long,modifier,10955
迁延,Long,modifier,10955
郭小川,Long,modifier,10955
郑国渠,Long,modifier,10955
铭心刻骨,Long,modifier,10955
铭心镂骨,Long,modifier,10955
长久以来,Long,modifier,10955
长仓,Long,modifier,10955
长假,Long,modifier,10955
长命富贵,Long,modifier,10955
长叹,Long,modifier,10955
长多,Long,modifier,10955
长夜,Long,modifier,10955
长夜漫漫,Long,modifier,10955
长夜难明,Long,modifier,10955
长存,Long,modifier,10955
长尾,Long,modifier,10955
长岛冰茶,Long,modifier,10955
长廊,Long,modifier,10955
长征,Long,modifier,10955
长按,Long,modifier,10955
长新冠,Long,modifier,10955
长期以来,Long,modifier,10955
长柄,Long,modifier,10955
长条,Long,modifier,10955
长河,Long,modifier,10955
长生,Long,modifier,10955
长空,Long,modifier,10955
长线,Long,modifier,10955
长蛇阵,Long,modifier,10955
长衫,Long,modifier,10955
长袖,Long,modifier,10955
长袖善舞,Long,modifier,10955
长裙,Long,modifier,10955
长角羊,Long,modifier,10955
长诗,Long,modifier,10955
长谈,Long,modifier,10955
长途,Long,modifier,10955
长途跋涉,Long,modifier,10955
长达,Long,modifier,10955
长发,Long,modifier,10955
长龙,Long,modifier,10955
阔别,Long,modifier,10955
陇县,Long,modifier,10955
灵长,Long,modifier,10955
鞭尸,Long,modifier,10955
饭后百步走，活到九十九,Long,modifier,10955
饱尝,Long,modifier,10955
高瞻远瞩,Long,modifier,10955
发菜,Long,modifier,10955
黄花岗起义,Long,modifier,10955
龙形拳,Long,modifier,10955
龙羊,Long,modifier,10955
龙豆,Long,modifier,10955
一小部分,Small,,10480
一斑,Small,,10480
一本万利,Small,,10480
一叶知秋,Small,,10480
中华龙鸟,Small,,10480
乳钵,Small,,10480
些微,Small,,10480
人生何处不相逢,Small,,10480
俯仰,Small,,10480
俩钱,Small,,10480
个体,Small,,10480
偏安,Small,,10480
凳子,Small,,10480
划船,Small,,10480
助力车,Small,,10480
匣子,Small,,10480
区,Small,,10480
喽啰,Small,,10480
土狼,Small,,10480
土阶茅屋,Small,,10480
地狭人稠,Small,,10480
塔帕斯,Small,,10480
坞堡,Small,,10480
坞壁,Small,,10480
夜郎,Small,,10480
大事化小，小事化了,Small,,10480
大同小异,Small,,10480
大街小巷,Small,,10480
娃娃,Small,,10480
娃子,Small,,10480
孔洞,Small,,10480
客店,Small,,10480
宁做鸡头，不做凤尾,Small,,10480
小不点,Small,,10480
小仙鹟,Small,,10480
小企业,Small,,10480
小便宜,Small,,10480
小可,Small,,10480
小商贩,Small,,10480
小型,Small,,10480
小型企业,Small,,10480
小城,Small,,10480
小妖,Small,,10480
小小,Small,,10480
小幅,Small,,10480
小店,Small,,10480
小意思,Small,,10480
小技,Small,,10480
小数,Small,,10480
小本,Small,,10480
小楼,Small,,10480
小树,Small,,10480
小桥流水,Small,,10480
小洞不补大洞吃苦,Small,,10480
小球,Small,,10480
小白兔,Small,,10480
小确幸,Small,,10480
小票,Small,,10480
小算盘,Small,,10480
小篆,Small,,10480
小红萝卜,Small,,10480
小肚鸡肠,Small,,10480
小肠,Small,,10480
小菜一碟,Small,,10480
小虾米,Small,,10480
小试牛刀,Small,,10480
小货车,Small,,10480
小量,Small,,10480
小钱,Small,,10480
小镇,Small,,10480
小雁塔,Small,,10480
小项,Small,,10480
小鸟,Small,,10480
小鸟胃,Small,,10480
少数,Small,,10480
少部分,Small,,10480
尾子,Small,,10480
尾欠,Small,,10480
山冈,Small,,10480
巨细,Small,,10480
市曹,Small,,10480
市镇,Small,,10480
市集,Small,,10480
厮锣,Small,,10480
弱小,Small,,10480
弹丸之地,Small,,10480
得寸进尺,Small,,10480
微径,Small,,10480
微臣,Small,,10480
微观世界,Small,,10480
戋,Small,,10480
戋戋,Small,,10480
扁,Small,,10480
扁舟,Small,,10480
扯家常,Small,,10480
抄小路,Small,,10480
抿子,Small,,10480
拖斗,Small,,10480
掖门,Small,,10480
散户,Small,,10480
文火,Small,,10480
斗室,Small,,10480
旅店,Small,,10480
旅舍,Small,,10480
时大时小,Small,,10480
曾经沧海难为水，除却巫山不是云,Small,,10480
末艺,Small,,10480
杞国,Small,,10480
板鼓,Small,,10480
柴鸡,Small,,10480
楚国,Small,,10480
极小,Small,,10480
极少数,Small,,10480
极细小,Small,,10480
樱桃萝卜,Small,,10480
气楼,Small,,10480
水浅养不住大鱼,Small,,10480
水萝卜,Small,,10480
沾染,Small,,10480
泡子,Small,,10480
波恩,Small,,10480
海瓜子,Small,,10480
深受,Small,,10480
灰燕鸻,Small,,10480
无大无小,Small,,10480
无穷小,Small,,10480
无限小,Small,,10480
煸炒,Small,,10480
灯珠,Small,,10480
燕雀,Small,,10480
燕雀安知鸿鹄之志,Small,,10480
燕雀焉知鸿鹄之志,Small,,10480
狸猫,Small,,10480
猜枚,Small,,10480
珠茶,Small,,10480
甚微,Small,,10480
略带,Small,,10480
睚眦,Small,,10480
石鼓文,Small,,10480
砚滴,Small,,10480
碎步,Small,,10480
碎裂,Small,,10480
碟仙,Small,,10480
碟子,Small,,10480
秦篆,Small,,10480
积土成山,Small,,10480
窄小,Small,,10480
窟窿眼,Small,,10480
穷游,Small,,10480
笤帚,Small,,10480
细大不捐,Small,,10480
细小,Small,,10480
细部,Small,,10480
缝隙,Small,,10480
美中不足,Small,,10480
聊表心意,Small,,10480
腰杆子,Small,,10480
腰部,Small,,10480
舴艋,Small,,10480
芮,Small,,10480
兹事体大,Small,,10480
茶几,Small,,10480
茶碗蒸,Small,,10480
草台班子,Small,,10480
莓果,Small,,10480
蕞,Small,,10480
蕞尔,Small,,10480
薄利,Small,,10480
薄利多销,Small,,10480
薄产,Small,,10480
薄酬,Small,,10480
藐,Small,,10480
藐孤,Small,,10480
蛇岛,Small,,10480
虾皮,Small,,10480
虾米,Small,,10480
蟪蛄不知春秋,Small,,10480
虫豸,Small,,10480
蚕蔟,Small,,10480
裨,Small,,10480
见微知著,Small,,10480
𫍲,Small,,10480
豆包,Small,,10480
猪仔包,Small,,10480
贫乳,Small,,10480
赛德娜,Small,,10480
跑龙套,Small,,10480
蹀躞,Small,,10480
轻车简从,Small,,10480
这么点,Small,,10480
钢镚,Small,,10480
集腋成裘,Small,,10480
杂流,Small,,10480
零售,Small,,10480
零的,Small,,10480
零钱,Small,,10480
零杂,Small,,10480
非同小可,Small,,10480
鞭炮,Small,,10480
领导小组,Small,,10480
风月,Small,,10480
食玩,Small,,10480
香几,Small,,10480
香包,Small,,10480
鹜舲,Small,,10480
麻雀虽小，五脏俱全,Small,,10480
点大,Small,,10480
V沟,Low,,9286
下拜,Low,,9286
下级,Low,,9286
不快,Low,,9286
干潮,Low,,9286
人穷志短,Low,,9286
低下,Low,,9286
低低切切,Low,,9286
低保真,Low,,9286
低价,Low,,9286
低分,Low,,9286
低利,Low,,9286
低利贷款,Low,,9286
低剂量照射,Low,,9286
低垂,Low,,9286
低压,Low,,9286
低层,Low,,9286
低廉,Low,,9286
低成本,Low,,9286
低收入,Low,,9286
低栏,Low,,9286
低气压,Low,,9286
低温,Low,,9286
低潮,Low,,9286
低烧,Low,,9286
低产,Low,,9286
低空,Low,,9286
低级,Low,,9286
低缓,Low,,9286
低耗,Low,,9286
低声,Low,,9286
低声细语,Low,,9286
低脂,Low,,9286
低血压,Low,,9286
低迷,Low,,9286
低速,Low,,9286
低速挡,Low,,9286
低速率,Low,,9286
低阶,Low,,9286
偏低,Low,,9286
偏锋,Low,,9286
兀凳,Low,,9286
匿影藏形,Low,,9286
卑,Low,,9286
卑下,Low,,9286
卑贱,Low,,9286
呢喃细语,Low,,9286
囔囔,Low,,9286
四肢支撑式,Low,,9286
回落,Low,,9286
埋伏,Low,,9286
夜行昼伏,Low,,9286
大人不记小人过,Low,,9286
天低吴楚，眼空无物,Low,,9286
小声,Low,,9286
岗地,Low,,9286
